"A pioneer of full-spectrum lighting, first became interested in the effects of artificial light while doing time-lapse photography.","John Ott"
"Invented the first practical alternative to the steam engine, the Four-Stroke Internal-Combustion Engine or gas motor engine in 1876. He immediately invented the motorcycle to use it with.","Nicolaus August Otto"
"Paige received a patent for the Paige Typesetter, a competitor to the linotype machine patented by Ottmar Mergenthaler.","James Paige"
"Invented a new and improved gas heating furnace that make 'centeral heating' possible.","Alice H. Parker"
"Received a patent for the first television receiver.","Louis Parker"
"Invented and patented ""Motor Controlled Apparatus for Positioning Machine Tool Numerical Control""","John T. Parsons"
"This French scientist has been credited with inventing the very first digital calculator.","Blaise Pascal"
"Discovered that most infectious diseases are caused by germs. Pasteur created inventions based on fermentation, such as improved brewing methods and pasteurization.","Louis Pasteur"
"Invented a toy truck at the age of six.","Robert Patch"
"This British inventor and entheustic patenter provided a ""unique outlook"" on fields such as nuclear physics, relativity and quantum mechanics.","Arthur Paul Pedrick"
"Invented a type of free-jet water turbine known as 'his' Wheel or Turbine.","Lester Pelton"
"Invented Coca-Cola.","John Pemberton"
"Invented Kool-Aid in 1927.","Edwin Perkins"
"Noted inventor of various types of machinery including steel engraving plates for bank notes.","Jacob Perkins"
"Co-invented the first zeolite catalyst, which made gasoline production possible.","Charles Plank"
"Invented tetrafluoroethylene polymers, known as Teflon.","Roy Plunkett"
"The arc transmitter which - contrary to all previous types of radio transmitters - generated continuous radio waves was invented by this Danish engineer in 1902. He also invented the telegraphone, for recording telephone conversations.","Valdemar Poulsen"
"Invented soda water and co-discovered oxygen.","Joseph Priestley"
"Wrote the original chess-playing program for a general purpose computer.","Dr. Dietrich Prinz"
"Famous mathematician who invented a device to measure the torque produced by an engine - dynamometer.","Gaspard de Prony"
"Inventor of an early mechanical machine gun.","James Puckle"
"Inventer 'his' Sleeping Car in 1857, and notorious for labor practices in his company town.","George Pullman"
"Improved the quality of long-distance telephone and telegraph transmissions.","Michael Pupin"
"Made several inventions including an improved fountain pen.","Willam Purvis"
"Received a patent for an automated scanning and sorting machines.","Jacob Rabinow"
"Improved nuclear electric power.","Cordell Reed"
"Built the dangerous orgone accumulator.","Dr. Wilhelm Reich"
"In 1891, Jesse Reno created a new novelty ride at Coney Island. This lead to the invention of the escalator.","Jesse W. Reno"
"Invented automated electrified monorail systems.","Ronald J Riley"
"Invented the sugar processing evaporator.","Norbert Rillieux"
"Invented high definition radar and the sonogram. A patent attorney, and founder of his own Law Center and a chaser of Loch Ness monster.","Dr. Robert Rines"
"Invented what was nicknamed the Incorruptible Cashier - or the first working mechanical cash register.","James Ritty"
"His research interests focused on microwave and optical techniques and components, plasma research, solid state component and circuit development.","Louis Roberts"
"Received a patent for the scanning tunneling microscope. The history of microscopes.","Heinrich Rohrer"
"Co-invented the first zeolite catalyst, making the production of gasoline possible.","Edward J Rosinski"
"This Norway man patented the first aerosol can and valve that could hold and dispense products and propellant systems.","Erik Rotheim"
"This mother and daughter team invented the intravenous catheter shield.","Betty Rozier and Lisa Vallino"
"Invented the vaccination needle.","Benjamin A Rubin"
"Invented the most popular puzzle in history.","Enro Rubik"
"Invented a fireplace in 1796, and challenged Physical Theory with his Law's of Thermodynamics.","Sir Benjamin Thompson, Count Rumford"
"Invented the compact disc.","James T Russell"
"Received a patent for the automatic storage water heater in 1889.","Edwin Ruud"
"An eighteen-year-old from Minnesota, proposed the idea that if you could ski on snow, then you could ski on water. He invented waterskiing in 1922.","Ralph Samuelson"
"Invented several instruments: a wind gauge, a water current meter, the pulsilogium and a thermoscope (precursor to the thermometer).","Santorio Santorio"
"Received a patent for a synthetic version of the hormone cortisone.","Lewis Hastings Sarett"
"Father of cold fusion energy, derived naturally and non-invasively from the simple use of air and water, and the creator of the first ever, non-energy consuming 'flying disc'.","Viktor Schauberger"
"Received a patent for the maser laser.","Arthur Schawlow"
"Improved on Jesse Reno 1881 novelty ride at Coney Island with the invention of the escelator.","Charles Seeberger"
"Received a patent for Scotchgard.","Patsy Sherman"
"His name depicts a type of antipersonnel projectile named after its inventor.","Henry Shrapnel"
"Created fiber-optic communications inventions and co-invented fiber-optic wire.","Peter Schultz"
"Received a patent for the first antibody labeling agent.","Robert Seiwald"
"This Hungarian physician called the ""savior of mothers"" discovered, by 1847, that the incidence of Childbed Fever could be drastically cut by use of hand washing standards in obstetrical clinics.","Ignaz Philipp Semmelweiss"
"Invented a way to make polyvinyl chloride (PVC) useful.","Waldo Semon"
"Received a patent for synthesis of natural penicillin.","John Sheehan"
"Received a patent for the transistor.","William Bradford Shockley"
"Invented the first practical modern typewriter.","Christopher Latham Sholes"
"Canadian famous inventor that invented the snowblower in 1925.","Arthur Sicard"
"Invented fixed winged and multi-engined aircraft, transoceanic flying boats and helicopters.","Igor Sikorsky"
"Invented the glue for Post-It Notes.","Spencer Silver"
"He is most famous for his invention of the Bankmatic automatic teller machine (ATM).","Luther Simjian"
"Invented a popular sewing machine.","Issac Merrit Singer"
"Invented the first crayons for children, Crayola.","Edwin Binney and C. Harold Smith"
"Received a patent for the industrial process for sodium carbonate production in 1861.","Ernest Solvay"
"Invented the Cuisinart.","Carl Sontheimer"
"Invented a portable electric vacuum cleaner - the Hoover.","James Spangler"
"Invented the microwave oven.","Percy Spencer"
"Invented the gyroscopic compass and gyroscope-guided automatic pilots for ships, airplanes and spacecraft.","Elmer Sperry"
"10-year-old Kid famous inventor of Water Talkies for snorkling.","Richie Stachowski"
"An improved refrigerator design was patented by this African American inventor in 1841.","John Standard"
"Received a patent for the induction coil.","William Stanley Jr"
"Invented 'his' blue jeans.","Levi Strauss"
"Developed theories on alternating current that allowed for the rapid expansion of the electric power industry.","Charles Proteus Steinmetz"
"The father of the American railroad.","John Stevens"
"Invented an improved mop, metal bender, and railroad crossing indicator.","Thomas Stewart"
"Recognized as being the father of the modern digital computer.","George R Stibitz"
"Invented a exhaust purifier and an air pollution control device.","Rufus Stokes"
"British electrician inventor of the electromagnet in 1825.","William Sturgeon"
"Received a patent for the Separable Fastener or zipper.","Gideon Sundback"
"Produced an early electric light bulb in 1878 and invented the dry photographic plate.","Sir Joseph Wilson Swan"
"Creators of Tekno Bubbles, a innovative variation on the old blowing bubbles that glow under black lights and smell like raspberries.","Byron and Melody Swetland"
"Inventor of the nuclear fission reactor in 1955.","Leo Szilard"
"Received a patent for the general anesthetic, Pentothal.","Donalee L Tabern"
"His team invented a bubble fusion reactor. He also invented variable velocity bullets used in a futuristic stun gun.","Rusi Taleyarkhan"
"Received a patent for Smart Gels, a synthetic (polyacrylamide) polymer gel with unusual properties.","Toyoichi Tanaka"
"Unstopped by his blindness, this man invented cruise control.","Ralph Teetor"
"This co-founder of Lawrence Livermore National Laboratory was ostrocized by the scientific community for his invention of the hydrogen bomb.","Edward Teller"
"The toggle iron harpoon was designed in 1848 by this man. It was the standard harpoon used in American whaling from the mid-19th through the early 20th centuries.","Lewis Temple"
"He invented an AC motor and transformer, X-Ray technology, a vacuum tube amplifier and the 'his' Coil. He claimed the invention of an electrical generator that would not consume any fuel. The Supreme Court overturned Marconi's radio patent in 1943, in favor of 'his' patent.","Nikola Tesla"
"Invented Teva Sandals.","Mark Thatcher"
"Received a patent in 1980 for inventing an illusion transmitter.","Valerie Thomas"
"Inventor of the Tommy gun.","John Thompson"
"Invented lingo programming used in Macromedia Director and Shockwave.","John Henry Thompson"
"Received the first British patent for sand blasting equipment in 1870.","Benjamin Tilghman"
"Received a patent for the tapered roller bearings.","Henry Timken"
"Invented methods for synthesizing the essential vitamin B2 and a poultry disease antibiotic.","Max Tishler"
"Invented the Maser (Microwave Amplification by Stimulated Emission).","Charles Townes"
"The 56K modem was invented by this man in 1996.","Brent Townshend"
"Agricultural pioneer who invented the seed drill in 1701.","Jethro Tull"
"Inventer of Tupperware.","Earl S Tupper"
"The barometer was invented by Evangelista Torricelli in 1643.","Evangelista Torricelli"
"The first locomotive in the world was built by this man in 1804.","Richard Trevithick"
"The co-patenter of a process to isolate the human stem cell.","Ann Tsukamoto"
"Invented optical diagnostic equipment. His patents were for a badge worn on a worker's shirt that recorded exposure to toxic chemicals and for a optical scanner that would read that badge.","Tuan Vo-Dinh"
"Invented the voltaic pile, a forerunner to the electric battery.","Alessandro Volta"
"Co-invented the general anesthetic, Pentothal.","Ernest H Volwiler"
"The inventor of the first vacuum.","Otto von Guericke"
"Conceived the idea of using radioactive tracers","Georg Von Hevesy"
"Invented the swinging 60's icon, the Lava Lite® lamp.","Craven Walker"
"Received a patent for laser telemetry and targeting systems.","Hildreth Hal Walker"
"A St. Louis washerwoman turned entrepreneur, who invented a method to soften and smooth kinky hair.","Madame Walker"
"Invented several anti-pollution devices during the Industrial Revolution.","Mary Walton"
"Received a patent for the principles of magnetic core memory.","An Wang"
"Invented the green garbage bag.","Harry Wasylyk"
"Invented an improved fountain pen.","Lewis Edson Waterman"
"Invented improvements to the steam engine.","James Watt"
"Invented TTY also called TDD or the tele-typewriter.","Robert Weitbrecht"
"Holds 47 US and more than 200 foreign patents on microphones and techniques for making polymer foil-electrets.","James Edward West"
"Perfected the first automatic, electric block signal. He helped in the development of alternating current and figured out an efficient way to transmit clean, natural gas to homes. Also improved steam-powered and air brakes.","George Westinghouse"
"Inventer of modern automated teller machines (ATM).","Don Wetzel"
"Invented an early telegraph, microphone, and the accordion.","Charles Wheatstone"
"In 1886, invented the electric fan.","Schulyer Wheeler"
"African American inventor, patented a lemon squeezer in 1896.","John Thomas White"
"Invented the cotton gin in 1794. The cotton gin is a machine that separates seeds, hulls and other unwanted materials from cotton after it has been picked.","Eli Whitney"
"Co-developers of jet propullsion.","Hans von Ohain and Sir Frank Whittle"
"Received a patent for of the water tube steam boiler.","Stephen Wilcox"
"A pioneer in open heart surgery.","Dr Daniel Hale Williams"
"Invented ways to synthesize vitamins.","Robert R Williams"
"Invented a process for making Calcium Carbide.","Thomas Leopold Willson"
"Invented the Slimsuit, a slimming swimsuit.","Carol Wior"
"Patented the fire escape ladder.","Joseph Winters"
"Invented improvements to electric railways, air brakes, telephones and telegraphs, a chicken egg incubator and an apparatus for an amusement park ride.","Granville T Woods"
"A co-founder of Apple Computers with Steve Jobs.","Steven Wozniak"
"Received a patent for a flying machine that we know as the airplane.","Wilbur and Orville Wright"
"Invented the crossword puzzle.","Arthur Wynne"
"Creator of the Game Boy.","Gumpei Yokoi"
"Invented corrosion inhibitor industrial chemicals.","Hajib (Gene) Zaid"
"Invented the world's first self-propelled ice resurfacing machine.","Frank Zamboni"
"Invented the rigid dirigible, a lighter-than-air vehicle called the zeppelin.","Ferdinand Zeppelin"
"Inventor of the first freely programmable computer.","Konrad Zuse"
"Invented the cathode-ray tube called the kinescope in 1929, a tube needed for television transmission. Also invented the iconoscope, an early television camera.","Vladimir Kosma Zworykin"
